Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum,creativity_index
STUD2014,19,Non-binary,Undergraduate,Science,No,3,5,No,History,Advanced,2,Yes,1,Low,Yes,Positive,No,North America,No,1.0
STUD2015,12,Male,High School,Medicine,Yes,9,2,No,Economics,Advanced,2,Yes,5,Medium,Yes,Neutral,No,North America,No,5.0
STUD2016,13,Female,Undergraduate,Medicine,No,2,3,No,Computer Science,Beginner,3,Yes,1,Low,Yes,Positive,Yes,Europe,No,1.0
STUD2017,23,Male,High School,Law,No,6,2,No,Physics,Advanced,3,Yes,1,Low,No,Neutral,No,South America,No,1.0
STUD2018,15,Male,High School,Business,Yes,1,2,Yes,Art,Beginner,4,Yes,1,Medium,No,Positive,Yes,Asia,No,1.0
STUD2019,23,Female,Postgraduate,Science,No,10,5,Yes,History,Advanced,5,Yes,1,Low,No,Positive,Yes,Asia,Yes,1.0
STUD2020,19,Male,Undergraduate,Business,No,6,1,No,Computer Science,Beginner,2,Yes,2,High,Yes,Neutral,Yes,North America,No,2.0
STUD2021,25,Male,High School,Engineering,No,7,1,Yes,Biology,Advanced,4,Yes,1,High,No,Neutral,Yes,Asia,Yes,1.0
STUD2022,17,Male,Undergraduate,Science,Yes,9,3,No,Economics,Intermediate,3,No,2,High,Yes,Negative,No,Europe,No,2.0
STUD2023,13,Non-binary,High School,Education,Yes,10,5,Yes,Computer Science,Intermediate,5,Yes,1,Low,No,Positive,No,Oceania,No,1.0
STUD2024,30,Non-binary,Postgraduate,Medicine,Yes,1,4,Yes,Art,Beginner,4,Yes,4,Low,No,Negative,No,South America,No,4.0
STUD2025,29,Male,Postgraduate,Arts,Yes,0,4,No,Computer Science,Advanced,1,No,2,High,Yes,Negative,No,South America,Yes,2.0
STUD2026,28,Non-binary,High School,Arts,No,10,5,Yes,Art,Intermediate,2,Yes,2,Medium,Yes,Negative,Yes,South America,No,2.0
STUD2027,17,Non-binary,Undergraduate,Education,No,0,4,Yes,Physics,Intermediate,1,No,3,Low,No,Neutral,Yes,South America,No,3.0
STUD2028,28,Male,Postgraduate,Medicine,No,6,4,No,Art,Intermediate,4,Yes,2,Medium,No,Neutral,No,Oceania,No,2.0
STUD2029,19,Non-binary,Postgraduate,Medicine,Yes,1,2,No,History,Beginner,3,Yes,1,High,Yes,Neutral,Yes,North America,No,1.0
STUD2030,27,Female,Postgraduate,Engineering,Yes,3,3,No,Art,Intermediate,5,Yes,2,Medium,No,Neutral,No,Africa,Yes,2.0
STUD2031,24,Female,Postgraduate,Science,No,5,5,Yes,Physics,Advanced,2,Yes,5,Low,Yes,Negative,Yes,Oceania,No,5.0
STUD2032,12,Male,Postgraduate,Business,No,2,2,No,Physics,Intermediate,5,Yes,1,Medium,Yes,Neutral,No,Asia,Yes,1.0
STUD2033,26,Female,Undergraduate,Business,No,4,1,No,Economics,Beginner,5,No,1,Low,No,Neutral,Yes,North America,Yes,1.0
STUD2034,24,Male,Undergraduate,Medicine,Yes,6,3,Yes,Economics,Beginner,1,No,4,High,Yes,Neutral,No,Oceania,No,4.0
STUD2035,28,Prefer not to say,Postgraduate,Education,No,10,4,Yes,Biology,Intermediate,2,Yes,3,Low,Yes,Positive,No,Oceania,Yes,3.0
STUD2036,24,Prefer not to say,Postgraduate,Engineering,Yes,4,4,Yes,Art,Beginner,3,No,3,High,No,Positive,Yes,Europe,No,3.0
STUD2037,12,Prefer not to say,Undergraduate,Business,Yes,3,2,Yes,Physics,Advanced,2,Yes,5,Medium,No,Positive,No,Africa,Yes,5.0
STUD2038,27,Non-binary,Postgraduate,Business,Yes,3,2,Yes,Biology,Intermediate,2,Yes,5,High,No,Negative,Yes,Oceania,No,5.0
STUD2039,16,Male,High School,Medicine,No,8,5,No,Art,Advanced,5,Yes,1,Low,No,Neutral,No,South America,No,1.0
STUD2040,17,Male,High School,Science,No,2,1,No,Economics,Intermediate,3,No,3,High,Yes,Positive,Yes,North America,Yes,3.0
STUD2041,20,Male,Postgraduate,Science,No,8,1,Yes,Math,Beginner,3,Yes,1,Low,Yes,Positive,No,Oceania,Yes,1.0
STUD2042,15,Non-binary,High School,Medicine,No,1,3,No,Math,Advanced,5,Yes,4,High,No,Neutral,Yes,South America,No,4.0
STUD2043,19,Non-binary,Postgraduate,Medicine,Yes,6,4,No,Math,Intermediate,2,Yes,1,Medium,No,Negative,Yes,North America,Yes,1.0
STUD2044,18,Non-binary,High School,Law,No,2,5,Yes,Art,Beginner,2,Yes,4,High,Yes,Positive,Yes,Oceania,No,4.0
STUD2045,19,Prefer not to say,Postgraduate,Arts,No,9,5,No,Computer Science,Intermediate,4,Yes,2,High,No,Negative,Yes,North America,No,2.0
STUD2046,19,Non-binary,High School,Medicine,No,0,4,Yes,Art,Advanced,5,Yes,5,Medium,Yes,Neutral,No,South America,No,5.0
STUD2047,28,Non-binary,High School,Arts,Yes,3,5,No,Computer Science,Advanced,2,No,4,Medium,No,Positive,No,Asia,Yes,4.0
STUD2048,13,Prefer not to say,Undergraduate,Engineering,No,2,4,No,Art,Beginner,5,No,5,Medium,No,Neutral,Yes,South America,No,5.0
STUD2049,16,Prefer not to say,Postgraduate,Medicine,No,3,5,Yes,Art,Intermediate,4,No,3,High,No,Negative,Yes,Oceania,Yes,3.0
STUD2050,20,Female,Postgraduate,Law,No,9,5,Yes,Economics,Beginner,1,No,2,Low,No,Positive,Yes,Oceania,Yes,2.0
STUD2051,20,Prefer not to say,Postgraduate,Arts,Yes,0,1,Yes,Biology,Beginner,5,No,4,High,Yes,Positive,Yes,South America,Yes,4.0
STUD2052,19,Male,High School,Arts,Yes,4,5,No,Biology,Beginner,2,Yes,4,Medium,Yes,Negative,No,Asia,No,4.0
STUD2053,27,Female,Postgraduate,Medicine,Yes,8,5,No,History,Beginner,3,No,1,High,Yes,Negative,Yes,Asia,No,1.0
STUD2054,27,Female,Undergraduate,Education,Yes,2,4,No,Computer Science,Intermediate,3,No,1,High,Yes,Neutral,Yes,Africa,Yes,1.0
STUD2055,19,Prefer not to say,Postgraduate,Business,Yes,9,3,No,History,Beginner,2,Yes,5,High,No,Positive,No,South America,No,5.0
STUD2056,17,Non-binary,High School,Arts,No,1,3,Yes,Art,Intermediate,1,No,1,Low,Yes,Negative,Yes,Asia,Yes,1.0
STUD2057,23,Non-binary,High School,Engineering,Yes,4,4,Yes,Economics,Beginner,3,No,4,High,Yes,Negative,No,Oceania,No,4.0
STUD2058,22,Non-binary,High School,Engineering,Yes,6,3,No,Physics,Intermediate,2,No,1,Low,Yes,Neutral,Yes,Asia,No,1.0
STUD2059,29,Non-binary,Undergraduate,Education,No,10,1,Yes,Physics,Advanced,5,No,2,Low,No,Positive,Yes,Europe,No,2.0
STUD2060,27,Prefer not to say,High School,Education,Yes,7,1,Yes,History,Beginner,5,No,4,Medium,No,Negative,Yes,Africa,Yes,4.0
STUD2061,16,Prefer not to say,High School,Arts,No,2,5,No,Art,Intermediate,3,No,2,Medium,Yes,Positive,Yes,Oceania,Yes,2.0
STUD2062,30,Non-binary,Postgraduate,Engineering,No,6,3,Yes,Physics,Intermediate,5,No,5,Medium,No,Positive,Yes,North America,No,5.0
STUD2063,12,Male,High School,Arts,No,9,2,Yes,Art,Beginner,1,No,5,Low,No,Negative,Yes,South America,Yes,5.0
STUD2064,21,Prefer not to say,Undergraduate,Medicine,Yes,6,1,No,Math,Intermediate,3,No,2,Low,No,Positive,No,Oceania,Yes,2.0
STUD2065,25,Male,High School,Business,No,2,5,Yes,Math,Advanced,1,Yes,3,Low,Yes,Positive,No,South America,No,3.0
STUD2066,20,Female,Undergraduate,Education,No,4,4,No,Economics,Intermediate,1,No,4,High,Yes,Negative,No,Europe,No,4.0
STUD2067,30,Prefer not to say,Undergraduate,Business,No,5,5,No,Art,Advanced,2,Yes,4,High,Yes,Positive,Yes,Asia,Yes,4.0
STUD2068,30,Female,Postgraduate,Science,No,10,2,Yes,Art,Beginner,5,No,2,High,Yes,Positive,No,South America,Yes,2.0
STUD2069,20,Prefer not to say,Postgraduate,Law,No,5,1,Yes,Art,Beginner,2,No,3,Medium,Yes,Negative,Yes,Asia,No,3.0
STUD2070,20,Male,High School,Business,Yes,4,5,Yes,Art,Advanced,2,Yes,3,Medium,No,Positive,No,South America,No,3.0
STUD2071,21,Prefer not to say,High School,Law,No,0,5,Yes,Biology,Advanced,2,No,2,Low,Yes,Neutral,No,North America,No,2.0
STUD2072,17,Prefer not to say,High School,Medicine,Yes,10,5,No,Physics,Intermediate,4,Yes,5,High,No,Neutral,Yes,North America,No,5.0
STUD2073,13,Prefer not to say,High School,Medicine,No,1,5,No,Art,Advanced,3,Yes,1,High,Yes,Positive,No,Oceania,No,1.0
STUD2074,25,Male,High School,Business,Yes,7,3,No,Computer Science,Intermediate,3,No,2,Low,Yes,Positive,No,South America,Yes,2.0
STUD2075,21,Female,Postgraduate,Arts,No,1,2,No,Economics,Advanced,1,Yes,4,High,Yes,Positive,Yes,Oceania,No,4.0
STUD2076,28,Male,High School,Arts,Yes,7,5,Yes,Math,Intermediate,5,No,1,Medium,No,Positive,Yes,South America,Yes,1.0
STUD2077,27,Non-binary,High School,Education,Yes,2,5,Yes,Economics,Advanced,1,Yes,3,Low,No,Neutral,Yes,Oceania,No,3.0
STUD2078,26,Male,Undergraduate,Engineering,No,1,2,Yes,Biology,Beginner,4,Yes,1,Medium,No,Positive,Yes,North America,No,1.0
STUD2079,25,Non-binary,Postgraduate,Business,Yes,7,2,No,Computer Science,Intermediate,3,No,1,Medium,No,Negative,Yes,South America,No,1.0
STUD2080,14,Non-binary,High School,Science,No,2,1,No,Physics,Intermediate,2,No,3,Medium,No,Positive,No,North America,Yes,3.0
STUD2081,18,Female,Postgraduate,Arts,Yes,8,4,No,Biology,Advanced,5,No,5,Medium,No,Negative,Yes,Asia,No,5.0
STUD2082,19,Prefer not to say,Postgraduate,Science,No,10,2,No,Economics,Beginner,1,No,5,High,Yes,Negative,Yes,North America,Yes,5.0
STUD2083,19,Female,Postgraduate,Medicine,No,0,4,Yes,Computer Science,Advanced,1,Yes,5,Medium,No,Positive,No,North America,Yes,5.0
STUD2084,14,Non-binary,Undergraduate,Arts,No,6,1,No,Physics,Intermediate,5,Yes,1,Medium,Yes,Positive,Yes,Europe,Yes,1.0
STUD2085,22,Male,High School,Business,Yes,8,2,No,Biology,Advanced,5,No,5,Low,No,Neutral,No,Oceania,No,5.0
STUD2086,23,Non-binary,High School,Business,No,4,5,No,Physics,Intermediate,3,Yes,5,Medium,No,Positive,Yes,Asia,Yes,5.0
STUD2087,15,Prefer not to say,Postgraduate,Medicine,No,5,4,Yes,Biology,Beginner,5,Yes,5,High,No,Positive,Yes,Asia,Yes,5.0
STUD2088,16,Female,Undergraduate,Science,No,7,2,Yes,Economics,Intermediate,2,Yes,4,High,No,Negative,Yes,Oceania,Yes,4.0
STUD2089,15,Male,Undergraduate,Engineering,No,7,5,No,Computer Science,Intermediate,4,Yes,3,Low,No,Neutral,Yes,North America,No,3.0
STUD2090,27,Male,Undergraduate,Law,Yes,9,5,Yes,Economics,Intermediate,2,No,5,Medium,No,Neutral,No,Oceania,Yes,5.0
STUD2091,19,Prefer not to say,High School,Business,Yes,2,5,No,History,Beginner,2,No,5,Medium,No,Negative,No,Africa,Yes,5.0
STUD2092,18,Prefer not to say,High School,Medicine,Yes,0,1,Yes,Physics,Beginner,2,No,2,Medium,No,Negative,No,South America,Yes,2.0
STUD2093,20,Male,High School,Engineering,No,1,1,No,Economics,Advanced,2,Yes,4,Medium,Yes,Neutral,No,Africa,No,4.0
STUD2094,14,Male,High School,Engineering,No,9,5,No,History,Beginner,5,Yes,5,High,No,Neutral,Yes,Asia,Yes,5.0
STUD2095,22,Non-binary,High School,Science,No,5,1,Yes,Economics,Beginner,1,Yes,2,Low,Yes,Neutral,No,South America,Yes,2.0
STUD2096,26,Prefer not to say,Undergraduate,Engineering,Yes,4,4,Yes,Physics,Intermediate,1,No,3,High,No,Negative,Yes,North America,No,3.0
STUD2097,25,Prefer not to say,Undergraduate,Business,Yes,2,3,No,Math,Advanced,2,No,4,High,No,Positive,Yes,Oceania,No,4.0
STUD2098,30,Male,High School,Education,Yes,5,3,No,Math,Intermediate,5,Yes,4,High,Yes,Neutral,No,Asia,No,4.0
STUD2099,24,Prefer not to say,Undergraduate,Business,No,2,3,No,Computer Science,Intermediate,5,No,3,Low,Yes,Positive,Yes,South America,No,3.0
STUD2100,23,Prefer not to say,High School,Law,Yes,4,1,Yes,Physics,Advanced,1,No,1,Low,No,Positive,No,South America,No,1.0
STUD2101,19,Female,High School,Business,Yes,4,5,No,Economics,Beginner,5,No,5,Low,Yes,Negative,Yes,Oceania,No,5.0
STUD2102,26,Female,Undergraduate,Science,No,4,4,Yes,Math,Intermediate,4,No,1,High,Yes,Positive,Yes,Europe,No,1.0
STUD2103,23,Prefer not to say,High School,Medicine,No,6,4,No,Math,Intermediate,3,No,5,Medium,Yes,Positive,Yes,Africa,Yes,5.0
STUD2104,20,Male,Undergraduate,Engineering,Yes,8,5,No,Computer Science,Beginner,4,No,3,Medium,Yes,Negative,No,Oceania,No,3.0
STUD2105,26,Prefer not to say,Undergraduate,Medicine,No,3,5,Yes,Computer Science,Intermediate,3,No,4,Low,Yes,Neutral,Yes,South America,Yes,4.0
STUD2106,17,Prefer not to say,High School,Medicine,Yes,9,3,No,History,Intermediate,5,Yes,3,Medium,No,Negative,No,Oceania,No,3.0
STUD2107,21,Non-binary,Undergraduate,Science,Yes,9,4,Yes,Economics,Intermediate,2,Yes,4,Low,No,Negative,Yes,Africa,Yes,4.0
STUD2108,14,Non-binary,High School,Science,Yes,9,1,Yes,Math,Intermediate,3,Yes,1,Medium,Yes,Negative,No,Africa,Yes,1.0
STUD2109,20,Female,Postgraduate,Law,No,5,3,Yes,History,Beginner,1,Yes,4,High,No,Positive,No,South America,Yes,4.0
STUD2110,22,Male,Undergraduate,Law,No,7,1,No,Economics,Intermediate,1,Yes,3,Low,Yes,Negative,No,Asia,Yes,3.0
STUD2111,24,Female,Postgraduate,Engineering,Yes,4,5,No,Physics,Advanced,3,Yes,3,Medium,Yes,Positive,No,Africa,No,3.0
STUD2112,26,Non-binary,High School,Arts,No,4,5,No,Art,Intermediate,5,Yes,4,High,No,Neutral,No,Africa,No,4.0
STUD2113,29,Non-binary,Postgraduate,Education,Yes,9,5,No,Biology,Intermediate,2,Yes,5,Low,Yes,Negative,Yes,Africa,Yes,5.0
STUD2114,19,Non-binary,Undergraduate,Arts,No,1,3,Yes,Computer Science,Intermediate,3,Yes,2,Medium,No,Positive,No,South America,Yes,2.0
STUD2115,17,Male,High School,Science,No,10,4,No,Math,Beginner,3,Yes,5,Low,Yes,Negative,Yes,South America,Yes,5.0
STUD2116,25,Male,Undergraduate,Arts,Yes,0,1,No,Computer Science,Intermediate,5,No,5,Medium,No,Positive,No,Europe,No,5.0
STUD2117,24,Prefer not to say,Undergraduate,Medicine,No,2,1,Yes,Computer Science,Beginner,4,No,4,High,Yes,Positive,Yes,North America,No,4.0
STUD2118,20,Male,High School,Engineering,No,3,1,No,Economics,Beginner,3,Yes,4,Medium,No,Negative,Yes,North America,Yes,4.0
STUD2119,15,Non-binary,High School,Arts,No,1,1,Yes,Economics,Advanced,2,No,3,Low,No,Negative,No,Oceania,No,3.0
STUD2120,16,Male,High School,Business,No,1,3,Yes,Math,Intermediate,3,Yes,1,Medium,Yes,Negative,Yes,South America,No,1.0
STUD2121,28,Prefer not to say,High School,Education,Yes,4,5,Yes,Economics,Advanced,1,Yes,5,Medium,Yes,Neutral,No,North America,No,5.0
STUD2122,16,Female,Undergraduate,Law,Yes,7,2,No,Physics,Advanced,1,No,3,Low,Yes,Negative,Yes,Europe,No,3.0
STUD2123,24,Prefer not to say,High School,Arts,No,1,4,No,Economics,Beginner,4,No,2,Medium,Yes,Neutral,No,Asia,Yes,2.0
STUD2124,15,Non-binary,Undergraduate,Education,No,9,4,Yes,History,Advanced,1,No,5,Medium,Yes,Positive,No,Europe,Yes,5.0
STUD2125,26,Male,Postgraduate,Arts,No,5,1,Yes,History,Advanced,3,No,3,Medium,No,Negative,No,Europe,Yes,3.0
STUD2126,18,Male,Postgraduate,Arts,Yes,9,2,Yes,Math,Beginner,2,No,5,Medium,Yes,Negative,Yes,Asia,Yes,5.0
STUD2127,15,Prefer not to say,Postgraduate,Business,Yes,5,4,Yes,Math,Beginner,2,Yes,2,Low,Yes,Positive,Yes,South America,Yes,2.0
STUD2128,20,Non-binary,Undergraduate,Engineering,No,8,4,No,Computer Science,Advanced,2,No,3,Medium,Yes,Positive,No,Europe,Yes,3.0
STUD2129,19,Prefer not to say,High School,Business,Yes,5,4,No,Math,Intermediate,1,No,1,High,No,Negative,Yes,South America,No,1.0
STUD2130,30,Prefer not to say,High School,Law,No,7,4,No,Computer Science,Advanced,1,No,4,High,No,Negative,Yes,South America,No,4.0
STUD2131,22,Female,High School,Education,No,2,3,Yes,Biology,Beginner,2,Yes,1,High,Yes,Positive,No,Asia,Yes,1.0
STUD2132,18,Non-binary,High School,Law,Yes,4,2,No,History,Beginner,1,Yes,1,Low,No,Positive,No,North America,Yes,1.0
STUD2133,26,Prefer not to say,Undergraduate,Education,Yes,6,2,Yes,Art,Beginner,5,No,2,High,Yes,Negative,Yes,Europe,Yes,2.0
STUD2134,14,Female,High School,Medicine,No,3,5,Yes,Math,Intermediate,1,Yes,2,High,Yes,Positive,Yes,Africa,Yes,2.0
STUD2135,20,Female,Undergraduate,Medicine,No,5,4,Yes,History,Advanced,2,Yes,5,Low,Yes,Positive,Yes,Oceania,Yes,5.0
STUD2136,21,Non-binary,Undergraduate,Medicine,Yes,7,2,No,Computer Science,Intermediate,3,No,2,High,Yes,Neutral,No,North America,Yes,2.0
STUD2137,21,Female,Undergraduate,Law,No,3,4,No,Math,Intermediate,4,No,4,High,No,Positive,Yes,South America,Yes,4.0
STUD2138,26,Prefer not to say,Undergraduate,Science,No,9,4,Yes,Physics,Intermediate,3,Yes,4,Low,No,Neutral,Yes,South America,Yes,4.0
STUD2139,24,Male,High School,Arts,No,8,1,No,Computer Science,Beginner,3,No,5,Medium,No,Positive,Yes,Europe,No,5.0
STUD2140,14,Male,High School,Education,Yes,9,2,No,Art,Intermediate,1,Yes,4,Low,Yes,Positive,No,Europe,No,4.0
STUD2141,17,Female,Postgraduate,Engineering,Yes,7,2,No,Art,Advanced,2,No,3,Medium,Yes,Neutral,No,Asia,Yes,3.0
STUD2142,14,Male,Undergraduate,Science,No,5,2,No,Biology,Intermediate,4,Yes,5,Medium,Yes,Negative,Yes,South America,Yes,5.0
STUD2143,23,Female,High School,Medicine,Yes,6,2,No,Economics,Intermediate,3,Yes,3,High,Yes,Positive,No,South America,Yes,3.0
STUD2144,22,Prefer not to say,Postgraduate,Medicine,No,2,4,Yes,Physics,Beginner,1,Yes,5,Medium,Yes,Neutral,Yes,North America,No,5.0
STUD2145,26,Prefer not to say,Undergraduate,Law,Yes,4,3,No,Biology,Beginner,4,No,3,High,Yes,Negative,No,Asia,No,3.0
STUD2146,30,Male,Undergraduate,Science,No,10,1,No,History,Intermediate,1,Yes,4,Medium,Yes,Neutral,Yes,Oceania,Yes,4.0
STUD2147,20,Prefer not to say,High School,Medicine,Yes,1,5,No,Math,Beginner,1,No,3,High,No,Neutral,No,Asia,Yes,3.0
STUD2148,29,Non-binary,High School,Law,No,10,5,Yes,Economics,Beginner,1,Yes,1,Low,Yes,Negative,Yes,Europe,Yes,1.0
STUD2149,25,Male,Postgraduate,Arts,No,8,2,No,Economics,Beginner,1,No,3,Medium,Yes,Positive,No,Asia,No,3.0
STUD2150,14,Male,Postgraduate,Science,No,7,5,Yes,Physics,Advanced,5,Yes,1,Low,No,Neutral,No,Oceania,No,1.0
STUD2151,20,Prefer not to say,Postgraduate,Medicine,Yes,4,5,Yes,Art,Intermediate,1,No,2,Low,No,Neutral,Yes,Europe,No,2.0
STUD2152,18,Non-binary,Postgraduate,Medicine,No,4,1,Yes,History,Beginner,2,Yes,1,Medium,No,Negative,Yes,Oceania,Yes,1.0
STUD2153,29,Male,High School,Law,No,3,2,No,Economics,Beginner,3,No,5,High,No,Neutral,No,Africa,Yes,5.0
STUD2154,15,Prefer not to say,High School,Education,No,8,2,No,Art,Intermediate,1,No,2,Low,No,Positive,Yes,South America,No,2.0
STUD2155,16,Male,High School,Medicine,No,9,5,No,Physics,Beginner,1,Yes,5,High,Yes,Neutral,No,Africa,No,5.0
STUD2156,30,Male,High School,Medicine,No,2,3,Yes,Math,Advanced,1,No,5,High,Yes,Neutral,No,South America,Yes,5.0
STUD2157,21,Non-binary,High School,Arts,No,10,5,No,Economics,Beginner,4,No,2,High,No,Negative,Yes,Africa,Yes,2.0
STUD2158,15,Non-binary,Postgraduate,Education,Yes,2,4,No,Physics,Intermediate,3,Yes,2,Low,Yes,Positive,No,Europe,No,2.0
STUD2159,12,Female,Undergraduate,Arts,No,10,3,No,Computer Science,Beginner,5,No,5,Low,No,Positive,No,Africa,No,5.0
STUD2160,13,Male,Undergraduate,Arts,No,5,4,No,Physics,Intermediate,5,No,3,Medium,No,Neutral,Yes,Africa,No,3.0
STUD2161,12,Male,High School,Science,No,2,2,Yes,Math,Intermediate,5,Yes,2,Medium,No,Neutral,Yes,Oceania,No,2.0
STUD2162,13,Non-binary,Undergraduate,Law,No,7,1,No,Math,Beginner,2,No,5,Low,No,Negative,No,South America,No,5.0
STUD2163,14,Female,Postgraduate,Education,Yes,6,1,No,History,Advanced,1,No,3,Medium,Yes,Negative,No,Asia,No,3.0
STUD2164,22,Male,High School,Law,No,0,5,No,Computer Science,Intermediate,5,Yes,5,High,No,Positive,Yes,North America,Yes,5.0
STUD2165,29,Non-binary,Undergraduate,Medicine,No,2,1,No,History,Beginner,2,Yes,2,Low,Yes,Neutral,No,Asia,Yes,2.0
STUD2166,13,Prefer not to say,High School,Business,No,0,1,Yes,Economics,Advanced,4,Yes,5,Medium,Yes,Negative,No,Europe,Yes,5.0
STUD2167,22,Female,Undergraduate,Education,No,9,5,No,Math,Intermediate,2,No,1,High,No,Positive,Yes,Asia,No,1.0
STUD2168,27,Female,High School,Business,Yes,8,1,No,History,Intermediate,5,Yes,2,Medium,No,Positive,Yes,Oceania,Yes,2.0
STUD2169,20,Non-binary,High School,Education,No,5,1,Yes,Physics,Intermediate,1,No,1,Low,No,Positive,No,South America,No,1.0
STUD2170,26,Male,High School,Business,No,6,1,No,Math,Advanced,4,No,4,High,No,Negative,Yes,North America,No,4.0
STUD2171,26,Female,Postgraduate,Medicine,Yes,2,1,No,History,Intermediate,2,Yes,1,Medium,Yes,Positive,Yes,Europe,No,1.0
STUD2172,13,Non-binary,High School,Science,Yes,9,3,No,Art,Advanced,2,No,1,Medium,No,Neutral,No,Africa,No,1.0
STUD2173,24,Female,High School,Engineering,Yes,0,3,Yes,Economics,Beginner,5,Yes,4,Low,No,Positive,No,North America,No,4.0
STUD2174,27,Male,Undergraduate,Science,No,4,4,No,Economics,Advanced,5,No,1,Low,No,Neutral,Yes,North America,No,1.0
STUD2175,13,Prefer not to say,High School,Law,Yes,0,5,No,Biology,Advanced,4,Yes,1,Low,No,Neutral,Yes,Oceania,No,1.0
STUD2176,15,Female,Postgraduate,Business,Yes,10,4,No,Biology,Intermediate,3,Yes,1,Medium,Yes,Positive,No,South America,No,1.0
STUD2177,29,Prefer not to say,High School,Business,Yes,9,1,No,History,Beginner,4,No,2,High,No,Negative,Yes,Oceania,No,2.0
STUD2178,18,Non-binary,Undergraduate,Medicine,Yes,2,2,No,History,Beginner,5,No,5,Low,Yes,Positive,No,Africa,No,5.0
STUD2179,12,Female,Undergraduate,Science,No,3,4,No,Computer Science,Beginner,1,No,3,Medium,No,Negative,No,Asia,Yes,3.0
STUD2180,25,Female,High School,Engineering,Yes,7,2,No,Physics,Beginner,2,No,2,High,No,Negative,No,Europe,No,2.0
STUD2181,13,Non-binary,Undergraduate,Business,Yes,7,1,No,Computer Science,Beginner,3,No,5,Low,No,Neutral,No,Europe,Yes,5.0
STUD2182,25,Male,Postgraduate,Science,Yes,6,1,No,Physics,Advanced,4,No,5,Low,No,Positive,No,Africa,Yes,5.0
STUD2183,28,Male,Undergraduate,Education,No,1,3,Yes,Economics,Advanced,2,Yes,5,Medium,Yes,Positive,Yes,North America,Yes,5.0
STUD2184,19,Male,High School,Arts,Yes,7,2,No,Math,Beginner,3,No,3,Low,Yes,Neutral,No,Asia,Yes,3.0
STUD2185,27,Prefer not to say,Postgraduate,Engineering,Yes,6,4,Yes,Art,Advanced,3,Yes,2,Low,No,Positive,No,Asia,Yes,2.0
STUD2186,18,Male,High School,Engineering,Yes,4,4,Yes,Biology,Intermediate,5,Yes,2,Low,No,Neutral,Yes,South America,Yes,2.0
STUD2187,22,Non-binary,Undergraduate,Law,Yes,10,5,Yes,Physics,Intermediate,5,Yes,4,High,No,Positive,No,Oceania,Yes,4.0
STUD2188,14,Non-binary,Undergraduate,Business,Yes,9,1,Yes,Art,Intermediate,2,No,1,Low,No,Positive,Yes,Oceania,No,1.0
STUD2189,28,Female,Undergraduate,Engineering,Yes,9,2,Yes,Biology,Advanced,3,No,4,High,No,Negative,No,Asia,No,4.0
STUD2190,20,Prefer not to say,Postgraduate,Business,Yes,4,1,No,History,Beginner,2,No,2,Low,Yes,Positive,No,North America,Yes,2.0
STUD2191,13,Female,High School,Business,Yes,1,5,Yes,Physics,Intermediate,5,Yes,2,Medium,Yes,Neutral,Yes,South America,No,2.0
STUD2192,14,Prefer not to say,Undergraduate,Arts,No,4,2,Yes,Economics,Intermediate,2,Yes,3,High,Yes,Neutral,Yes,Oceania,Yes,3.0
STUD2193,14,Prefer not to say,Undergraduate,Education,No,8,4,No,Biology,Intermediate,5,No,2,Medium,Yes,Negative,No,Africa,No,2.0
STUD2194,20,Prefer not to say,High School,Law,Yes,6,2,No,Art,Intermediate,1,Yes,4,High,Yes,Neutral,Yes,South America,Yes,4.0
STUD2195,23,Non-binary,Postgraduate,Medicine,Yes,3,4,Yes,Computer Science,Advanced,2,Yes,2,High,Yes,Negative,No,Europe,Yes,2.0
STUD2196,22,Prefer not to say,High School,Medicine,No,0,3,No,Computer Science,Intermediate,1,Yes,2,High,No,Positive,Yes,Africa,Yes,2.0
STUD2197,21,Prefer not to say,Postgraduate,Law,No,6,5,Yes,History,Beginner,5,No,1,Low,No,Positive,No,Africa,No,1.0
STUD2198,17,Non-binary,Postgraduate,Medicine,No,7,3,Yes,Math,Beginner,3,No,3,High,Yes,Positive,Yes,Europe,Yes,3.0
STUD2199,24,Female,High School,Law,Yes,1,5,Yes,Computer Science,Beginner,5,No,4,High,No,Negative,Yes,South America,No,4.0
STUD2200,22,Prefer not to say,Postgraduate,Law,Yes,4,5,Yes,Economics,Intermediate,4,No,5,High,Yes,Neutral,Yes,North America,Yes,5.0
STUD2201,26,Non-binary,Undergraduate,Medicine,No,8,5,No,Biology,Beginner,4,Yes,1,Medium,Yes,Negative,No,Europe,No,1.0
STUD2202,15,Male,Postgraduate,Business,Yes,9,3,No,Physics,Advanced,1,No,3,Medium,Yes,Negative,No,Africa,Yes,3.0
STUD2203,21,Prefer not to say,High School,Business,Yes,5,2,No,Biology,Advanced,4,Yes,2,Medium,Yes,Negative,Yes,Asia,Yes,2.0
